praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
39.2,30.0,7.64,22.5,18.3,15.3,44.9,533.0,10.6,34.9,35.9
36.2,23.1,13.2,12.5,13.2,27.6,55.7,457.0,27.9,51.4,48.3
98.2,70.4,13.7,25.5,6.85,10.9,54.2,610.0,11.5,40.3,39.6
41.0,28.4,13.5,264.0,37.9,13.3,29.7,319.0,22.5,32.2,18.1
40.7,33.1,23.7,141.0,28.1,66.7,153.0,1144.0,14.6,34.3,29.2
37.5,37.2,2.69,63.8,5.73,34.6,121.0,2548.0,11.5,16.5,20.9
56.7,77.0,31.1,33.1,11.2,57.3,151.0,1486.0,25.3,44.5,50.9
35.5,25.7,7.99,12.9,8.13,7.23,23.1,355.0,20.0,30.2,36.2
34.9,34.3,25.5,37.5,12.6,7.64,32.5,644.0,48.3,87.4,61.0
40.3,19.8,6.85,300.0,43.7,12.7,29.2,281.0,99.1,289.0,281.0
43.7,20.5,17.3,365.0,57.3,9.06,30.8,441.0,21.7,34.9,16.8
24.6,19.6,15.5,365.0,48.7,34.0,61.5,457.0,21.3,30.8,32.2
32.2,23.3,11.4,176.0,20.2,13.6,34.3,806.0,12.7,27.1,9.06
39.6,34.9,2.19,382.0,20.0,7.1,23.7,457.0,12.3,32.2,23.7
70.4,61.5,10.6,22.5,8.43,25.9,69.2,710.0,22.1,71.0,71.0
32.8,18.4,13.5,123.0,12.3,8.66,26.4,311.0,13.5,37.5,35.5
71.7,49.1,68.5,389.0,78.4,4.1,19.3,107.0,55.2,157.0,136.0
58.3,51.4,4.91,41.4,8.58,10.8,34.9,352.0,17.2,37.5,30.8
33.4,22.3,6.73,63.2,7.91,32.2,89.8,1055.0,77.7,151.0,90.6
34.0,22.5,11.3,16.1,10.5,13.8,46.6,292.0,14.7,46.1,20.0
29.7,24.4,55.2,215.0,47.0,6.67,29.4,189.0,6.44,21.7,12.0
45.3,26.9,28.4,92.2,37.2,6.44,15.8,410.0,10.4,31.1,35.9
28.4,20.0,13.0,276.0,41.8,22.7,48.3,679.0,4.29,13.1,8.13
73.0,47.4,7.3,12.3,7.37,15.8,40.7,379.0,6.44,23.7,13.5
87.4,74.3,5.52,91.4,12.2,16.3,36.2,496.0,32.5,61.0,59.4
44.1,34.6,12.4,52.8,14.6,10.6,31.1,449.0,13.9,36.8,26.7
89.0,69.8,5.05,5.42,6.79,14.6,40.3,410.0,9.31,14.7,9.91
29.2,20.2,3.05,78.4,18.3,10.1,29.2,396.0,13.2,37.9,39.6
43.3,26.9,15.5,29.7,5.14,13.0,38.2,474.0,12.3,28.1,23.1
36.5,25.0,10.1,13.7,4.78,6.38,28.9,233.0,16.7,65.5,41.4
39.6,21.5,7.99,18.3,3.13,36.8,103.0,1395.0,8.74,29.4,34.3
38.2,26.7,4.0,101.0,5.99,23.7,55.7,523.0,21.5,42.9,73.0
24.4,27.1,4.53,133.0,12.5,16.0,77.0,757.0,15.3,35.5,24.6
84.3,55.7,5.88,55.2,11.3,32.8,58.8,487.0,21.9,37.5,35.9
59.9,57.3,6.21,13.9,16.0,17.0,46.6,764.0,25.0,46.6,38.2
37.5,25.5,14.6,66.1,15.1,10.2,32.5,449.0,8.35,16.3,1.72
27.9,23.9,5.78,92.2,12.6,9.22,20.5,441.0,13.3,34.6,24.4
38.2,23.1,13.8,302.0,38.2,19.8,32.2,433.0,18.4,48.3,50.0
132.0,79.1,1.51,95.6,16.8,22.7,44.1,588.0,16.1,29.7,38.5
75.7,58.3,11.2,14.1,10.1,9.14,49.1,843.0,8.06,28.1,34.9
36.8,22.7,10.5,4.1,9.31,8.13,23.5,221.0,21.9,58.8,73.0
10.0,12.7,7.57,17.3,9.47,10.6,55.2,1252.0,10.6,40.0,22.3
28.4,25.3,18.4,389.0,31.6,20.0,46.1,325.0,37.9,78.4,164.0
26.4,21.9,8.43,51.9,3.19,14.7,36.5,528.0,16.3,33.1,37.2
42.2,25.0,7.04,82.8,11.8,13.7,50.0,379.0,6.73,45.7,32.5
32.5,29.7,11.4,181.0,14.9,19.1,44.5,496.0,5.52,14.1,12.9
30.2,21.5,7.5,30.8,7.1,19.5,47.0,362.0,36.2,106.0,111.0
32.5,27.6,11.4,191.0,21.1,15.4,40.7,441.0,16.4,26.4,13.1
36.8,25.0,1.0,149.0,17.0,12.9,34.3,991.0,12.2,33.7,49.1
35.5,23.3,5.94,67.9,6.92,9.14,37.2,286.0,23.7,59.4,66.1
77.7,47.0,7.57,3.68,3.62,8.9,38.2,325.0,12.2,35.9,24.1
34.0,15.0,3.16,109.0,14.3,4.61,12.7,157.0,54.2,126.0,113.0
59.4,53.3,10.7,211.0,24.8,15.5,29.7,470.0,37.5,125.0,92.2
34.0,15.3,7.64,13.0,1.03,17.5,42.6,621.0,21.3,69.2,34.6
30.0,24.6,9.65,6.79,5.88,27.1,40.0,365.0,1.13,352.0,13.2
29.4,27.6,3.72,103.0,7.77,17.5,40.3,449.0,10.0,34.9,27.6
50.0,48.3,41.0,71.0,20.4,42.6,108.0,1009.0,16.3,43.3,29.2
31.3,19.3,8.9,5.42,1.0,23.7,49.1,441.0,15.1,36.2,23.9
40.3,21.5,9.91,368.0,35.5,27.4,92.2,2035.0,39.2,60.4,58.3
35.2,33.7,2.48,50.0,3.79,5.73,20.9,221.0,22.3,31.1,40.0
71.0,49.1,11.9,183.0,26.4,21.1,32.2,533.0,5.0,5.88,10.4
25.9,45.3,2.39,85.8,14.9,10.6,40.0,355.0,13.7,28.4,16.4
30.8,16.8,8.35,11.3,1.01,10.6,38.5,300.0,12.4,37.2,19.3
39.6,26.4,13.3,274.0,35.2,41.0,117.0,1009.0,10.7,30.0,31.6
47.0,31.6,7.43,19.5,3.79,23.7,50.5,567.0,11.1,39.2,31.9
31.6,23.7,4.7,111.0,8.06,16.4,43.3,626.0,13.9,44.1,38.2
34.0,29.4,36.8,63.2,15.7,15.8,30.2,547.0,14.2,34.6,43.3
32.8,20.2,9.31,28.9,5.28,9.56,28.1,573.0,64.4,176.0,150.0
36.5,25.0,26.9,271.0,52.8,18.3,45.3,632.0,64.4,207.0,153.0
45.7,30.2,22.9,276.0,46.6,25.9,50.5,437.0,8.66,29.4,36.2
127.0,91.4,2.23,133.0,13.8,13.6,64.9,1055.0,16.3,37.2,29.4
73.7,60.4,11.1,14.3,9.47,12.1,41.8,621.0,10.9,29.7,31.3
122.0,93.1,11.8,11.7,7.1,18.6,51.4,514.0,6.32,14.1,3.37
34.9,28.9,17.8,281.0,36.2,8.74,27.6,573.0,12.5,26.2,11.9
68.5,50.9,1.11,127.0,10.6,4.14,13.8,175.0,24.4,67.3,35.9
77.0,58.3,13.7,132.0,12.6,33.4,75.7,1094.0,15.0,30.8,27.4
41.8,33.4,5.0,43.7,11.2,12.2,39.2,422.0,9.31,32.8,29.7
46.6,34.6,6.32,63.8,17.2,15.7,40.0,403.0,14.1,18.1,32.2
97.3,79.9,15.1,21.7,12.1,13.8,32.2,274.0,1.0,20.0,3.65
99.1,73.7,7.17,244.0,44.1,12.5,35.2,478.0,43.7,94.7,85.1
21.9,22.9,6.98,69.2,3.43,14.5,44.5,500.0,10.7,37.2,35.2
22.1,24.6,21.1,167.0,32.2,5.62,13.7,181.0,18.8,37.9,23.7
21.1,59.9,2.23,120.0,8.06,6.73,17.3,24.1,12.0,23.9,27.4
38.9,24.4,9.47,110.0,17.9,23.9,74.3,1554.0,15.7,42.2,32.5
53.3,47.0,50.9,45.3,8.06,44.1,95.6,692.0,53.3,136.0,97.3
54.7,30.2,31.1,66.1,13.1,23.9,46.6,437.0,16.0,40.0,22.3
132.0,99.1,2.13,133.0,9.65,12.4,26.7,389.0,13.8,51.9,42.2
18.9,9.82,3.89,246.0,36.5,9.39,41.8,346.0,15.7,24.6,3.13
74.3,55.2,10.6,15.1,10.2,10.2,30.8,292.0,16.5,34.9,30.8
35.2,21.7,5.09,80.6,13.2,22.5,40.0,667.0,15.8,42.9,47.8
44.9,27.9,1.68,49.6,7.1,10.1,23.3,632.0,15.5,31.1,34.9
68.5,47.0,4.03,9.47,1.0,13.3,31.1,453.0,66.1,107.0,72.3
35.5,22.5,3.79,365.0,50.9,5.23,20.5,509.0,21.7,56.2,48.7
31.3,29.2,4.53,6.38,5.33,3.92,21.7,453.0,75.0,195.0,229.0
19.5,16.3,6.04,6.21,2.76,24.8,48.7,610.0,21.3,61.5,73.0
43.3,20.7,14.1,294.0,34.3,7.77,22.7,655.0,54.2,123.0,153.0
41.8,32.8,3.68,20.2,10.6,28.6,75.7,1459.0,10.4,13.0,12.2
38.9,27.6,4.1,244.0,24.8,14.9,37.5,433.0,13.1,30.2,30.5
142.0,118.0,9.14,2.27,5.28,14.1,37.2,433.0,15.0,23.1,16.5
58.3,44.9,5.57,46.1,12.0,44.1,103.0,1499.0,1.0,35.2,6.92
43.3,27.6,5.28,78.4,12.3,23.3,41.4,334.0,2.13,40.7,7.3
29.7,26.7,34.6,67.3,19.6,13.8,56.7,389.0,10.7,21.3,17.2
33.1,15.3,28.1,23.1,9.14,12.0,38.9,453.0,10.0,30.5,33.7
38.2,26.2,7.5,8.35,15.1,33.7,132.0,4068.0,12.5,37.9,37.5
33.1,9.31,5.67,11.1,4.26,24.1,55.7,567.0,20.9,54.7,25.7
31.9,23.1,11.2,178.0,32.8,34.9,97.3,1197.0,19.5,32.5,22.9
30.0,22.1,9.65,14.2,1.49,31.1,108.0,2227.0,10.8,37.5,34.6
16.7,2.97,22.5,67.3,10.0,10.7,32.8,583.0,13.0,36.2,19.5
26.4,15.0,5.57,11.0,1.29,24.1,68.5,982.0,4.83,76.4,7.99
39.6,25.3,20.9,29.7,4.66,41.0,107.0,1554.0,12.4,12.6,35.9
126.0,115.0,9.47,36.8,7.77,31.3,49.6,207.0,18.8,39.2,57.3
24.4,19.3,28.4,509.0,69.8,20.4,49.6,547.0,82.8,120.0,31.3
10.5,8.9,2.35,43.3,8.9,25.5,51.4,567.0,14.3,65.5,46.6
26.9,22.9,4.18,52.8,16.8,52.3,155.0,2503.0,12.4,33.7,31.1
39.2,30.5,9.22,325.0,41.8,28.4,41.4,538.0,66.1,107.0,11.2
36.5,39.6,31.3,34.6,16.0,17.5,49.6,346.0,7.84,63.8,7.99
42.2,23.3,17.8,20.0,6.21,15.7,83.5,445.0,53.8,146.0,170.0
79.1,87.4,1.0,158.0,13.6,36.5,168.0,1094.0,18.4,46.1,55.2
44.1,29.4,2.41,75.7,3.65,18.9,36.5,418.0,55.7,145.0,153.0
198.0,142.0,21.1,19.3,4.83,22.9,51.4,496.0,1.67,22.9,17.0
36.8,32.5,28.9,50.5,6.15,20.7,50.9,717.0,33.4,44.1,17.2
27.9,25.3,6.04,20.2,10.5,15.8,32.8,352.0,8.2,22.3,22.1
34.6,28.1,6.21,10.6,7.99,13.3,41.4,538.0,24.1,43.3,6.49
62.1,45.3,4.53,18.4,10.4,50.0,136.0,1554.0,15.7,34.6,23.3
68.5,50.5,8.58,205.0,42.6,36.2,92.2,1027.0,10.4,23.3,18.3
36.8,23.5,1.89,145.0,8.58,8.51,32.2,154.0,26.7,65.5,41.8
44.9,19.3,9.47,18.1,3.79,7.43,10.3,176.0,14.1,31.1,18.8
52.8,36.5,6.38,12.7,9.39,31.9,85.8,1065.0,12.2,44.1,38.9
52.3,44.9,40.0,195.0,47.8,4.87,18.9,500.0,14.1,24.1,19.1
61.5,43.7,3.16,54.2,15.8,20.4,41.4,433.0,15.5,36.2,38.5
114.0,86.6,4.66,66.7,6.55,7.91,26.7,679.0,10.8,20.9,20.4
49.6,34.0,6.21,129.0,14.6,18.1,41.4,352.0,21.1,56.2,41.8
12.2,10.1,35.2,44.1,14.7,20.7,63.2,764.0,13.6,34.6,18.6
36.8,21.9,5.73,16.5,13.1,13.6,29.7,777.0,32.8,63.8,91.4
42.9,31.1,1.0,200.0,15.0,22.5,56.7,914.0,12.4,36.5,18.1
35.2,19.8,10.9,359.0,72.3,8.28,43.3,195.0,2.71,30.0,22.5
67.9,50.0,28.1,34.3,8.28,20.0,42.2,426.0,15.7,27.9,38.2
37.5,20.5,6.38,12.5,3.34,11.1,48.7,319.0,18.8,57.3,31.9
50.5,31.6,3.49,118.0,23.9,16.0,44.1,578.0,15.5,38.9,35.9
56.2,57.3,10.6,114.0,17.6,9.56,43.3,1104.0,10.8,31.1,18.3
54.2,43.7,6.44,39.2,5.73,52.8,195.0,2571.0,15.4,34.0,28.6
25.5,18.6,7.3,15.8,6.98,6.38,17.5,139.0,17.3,47.4,52.3
35.2,30.8,5.14,1.57,8.2,6.55,26.4,478.0,14.6,41.4,18.1
39.2,35.5,20.4,21.7,17.8,9.47,17.8,509.0,13.6,36.2,75.0
37.2,23.1,1.0,142.0,5.83,8.13,36.5,615.0,42.9,85.8,47.4
35.2,26.9,6.85,10.9,4.91,6.26,26.7,189.0,12.4,49.6,37.2
51.9,31.1,10.7,32.2,6.21,6.67,4.83,165.0,14.3,39.6,24.6
5.73,10.4,1.0,209.0,18.4,22.5,207.0,2247.0,14.5,35.5,41.4
34.6,27.9,2.11,172.0,17.2,30.2,130.0,621.0,69.8,93.9,14.2
73.7,49.1,1.0,111.0,14.2,12.9,49.6,500.0,16.4,37.5,47.4
42.9,20.5,2.86,48.7,11.3,20.7,53.8,514.0,12.4,41.4,50.9
34.9,23.1,6.79,35.5,3.65,35.9,132.0,2129.0,19.8,42.2,7.57
44.1,24.8,42.2,85.8,41.4,14.1,34.9,483.0,15.3,27.6,47.4
52.3,33.7,13.2,57.3,7.99,13.3,42.6,403.0,21.1,49.6,43.7
42.6,30.2,5.0,10.6,5.0,14.3,47.4,474.0,16.8,40.0,24.6
4.49,7.17,6.85,109.0,17.2,11.4,36.5,483.0,10.2,21.3,9.65
37.2,32.5,10.6,63.2,12.2,14.6,36.2,621.0,33.7,77.7,76.4
103.0,82.8,8.28,213.0,29.4,8.35,30.0,328.0,26.2,55.7,47.8
31.9,35.5,2.17,34.3,10.0,13.1,36.2,352.0,15.1,44.5,18.9
38.5,16.5,5.88,136.0,25.3,26.9,55.7,685.0,57.8,127.0,106.0
42.6,26.2,4.53,114.0,12.4,13.6,54.7,1018.0,18.3,35.5,27.4
37.9,31.6,4.0,14.9,2.02,31.9,113.0,1370.0,33.7,79.1,132.0
83.5,50.5,5.05,63.8,10.1,10.4,32.5,267.0,18.9,40.7,34.9
42.6,19.3,9.31,11.2,7.91,17.3,33.7,538.0,13.2,34.6,23.7
50.5,29.4,5.88,20.4,9.39,29.2,73.0,626.0,1.06,40.0,5.28
67.9,95.6,38.9,262.0,44.1,38.2,59.9,557.0,16.0,50.0,46.6
44.1,32.8,7.64,132.0,22.5,15.1,38.5,313.0,16.1,21.9,2.23
75.7,53.8,1.0,2.44,487.0,22.5,60.4,638.0,70.4,94.7,8.98
64.4,46.1,4.14,62.6,5.42,39.2,98.2,1778.0,12.9,36.8,8.35
36.8,27.1,5.47,44.9,18.1,10.6,22.9,308.0,15.4,35.2,30.0
67.3,54.2,6.55,6.32,1.0,19.1,39.6,429.0,11.9,27.4,31.9
130.0,105.0,14.5,69.8,30.2,16.3,41.4,890.0,13.8,30.8,16.3
39.2,27.6,1.0,85.8,1.2,9.47,25.9,237.0,27.6,61.5,51.9
36.5,30.0,6.92,130.0,29.2,13.5,36.5,604.0,17.3,44.9,38.9
130.0,113.0,11.2,113.0,15.8,11.7,38.2,538.0,10.5,28.4,28.1
13.0,22.9,20.7,17.5,6.26,22.5,52.3,400.0,31.6,71.0,58.3
35.2,41.4,5.62,9.47,2.31,8.82,26.7,483.0,25.3,44.5,33.7
40.7,35.9,8.82,98.2,25.5,7.37,18.4,311.0,24.8,55.2,54.2
63.2,35.5,6.85,113.0,16.4,15.8,36.2,372.0,10.3,31.1,21.1
44.5,24.4,58.8,101.0,15.3,7.57,14.7,359.0,47.0,114.0,76.4
34.6,23.9,13.7,372.0,53.8,9.47,27.4,483.0,11.1,34.6,25.0
37.2,25.9,6.79,5.78,5.28,50.9,154.0,1186.0,15.0,34.0,26.2
64.9,48.3,2.97,132.0,11.2,18.6,38.5,626.0,18.9,35.5,41.4
71.7,72.3,22.1,22.7,10.8,24.1,73.7,757.0,8.13,31.3,21.7
40.7,16.0,33.4,209.0,25.9,12.4,56.7,483.0,13.0,20.2,27.6
142.0,123.0,27.1,37.2,10.2,44.5,161.0,2054.0,17.5,49.1,42.9
54.7,48.7,78.4,98.2,34.6,6.98,31.9,200.0,10.6,28.6,21.7
175.0,137.0,8.98,229.0,20.2,13.6,34.3,750.0,19.8,35.2,36.2
99.1,92.2,16.7,149.0,22.3,6.26,11.0,142.0,13.3,37.9,25.3
43.3,18.1,1.0,132.0,17.8,8.51,31.3,343.0,12.5,22.9,17.9
28.4,24.4,36.2,176.0,26.4,13.8,39.2,392.0,6.92,18.1,18.3
37.9,33.7,3.82,30.5,10.7,13.5,43.3,621.0,19.5,36.8,30.8
105.0,85.1,27.4,157.0,20.9,9.82,22.9,313.0,13.7,22.1,30.8
35.5,24.6,5.19,138.0,21.7,12.3,35.5,594.0,5.83,12.3,7.1
57.3,46.6,2.92,114.0,8.28,24.8,63.2,626.0,9.65,16.7,52.8
27.6,23.1,4.03,7.43,11.2,25.5,48.3,538.0,12.9,37.2,23.3
125.0,109.0,21.3,53.8,11.5,30.2,82.8,2187.0,1.0,8279.0,147.0
127.0,117.0,6.55,20.7,2.69,10.5,35.5,219.0,14.7,29.2,25.9
36.2,21.3,8.06,24.1,4.7,18.3,46.1,573.0,8.58,21.9,21.7
22.1,40.7,8.35,16.3,3.37,35.5,123.0,1382.0,8.51,16.7,13.3
31.1,30.0,10.0,44.5,8.58,15.7,47.4,478.0,10.3,19.8,35.2
52.3,47.4,6.38,13.2,20.5,16.7,43.7,552.0,1.49,6.21,5.14
31.3,28.6,7.5,11.7,4.26,8.9,35.2,505.0,26.7,27.1,4.0
35.5,21.3,25.5,28.4,21.7,26.2,41.8,355.0,18.3,39.6,41.4
22.9,1.37,5.83,57.3,12.6,3.85,17.3,132.0,16.3,34.3,28.1
48.3,37.9,1.79,160.0,14.1,15.0,37.2,453.0,1.0,112.0,5.62
21.9,17.5,27.1,340.0,67.9,1.05,4.26,31.3,1.29,69.8,1.7
34.0,28.6,29.7,52.3,8.51,9.91,30.0,173.0,7.3,22.9,25.5
50.0,34.0,11.0,129.0,24.1,12.7,38.5,615.0,19.3,40.7,20.9
233.0,276.0,21.1,40.3,11.8,20.4,44.1,509.0,15.1,32.8,29.7
40.7,37.2,73.7,483.0,66.7,12.9,30.8,267.0,74.3,99.1,15.3
66.1,48.3,1.22,150.0,11.9,10.0,32.2,523.0,44.5,101.0,82.8
62.1,41.4,7.37,47.8,6.67,4.91,19.3,533.0,11.3,21.9,23.9
63.8,36.8,10.0,55.7,7.37,17.3,41.8,410.0,13.2,44.9,16.7
42.2,23.9,11.0,28.4,6.98,40.0,90.6,991.0,8.74,17.2,8.13
18.8,18.8,16.7,44.5,3.62,20.4,44.9,644.0,25.0,40.3,56.2
43.3,24.6,13.5,322.0,57.8,47.4,118.0,1219.0,25.3,58.8,38.2
27.9,16.4,9.82,13.1,6.32,9.06,49.1,1046.0,20.0,51.4,25.3
36.2,27.6,2.07,130.0,9.65,23.3,117.0,704.0,62.1,184.0,136.0
42.2,28.4,4.37,71.7,28.1,69.2,233.0,3338.0,10.9,25.3,20.4
34.3,16.1,6.26,13.8,2.62,19.3,31.6,599.0,5.67,17.9,29.7
130.0,97.3,6.73,102.0,19.6,14.1,34.0,519.0,12.6,33.4,31.6
47.0,36.8,9.47,10.9,4.91,17.8,69.2,1286.0,28.9,58.8,62.6
100.0,103.0,29.4,18.8,7.5,25.7,47.0,496.0,55.7,139.0,202.0
14.1,29.4,1.78,10.6,5.88,16.4,39.6,567.0,23.7,35.9,58.8
44.9,32.5,1.0,368.0,32.8,32.8,46.6,573.0,13.0,25.5,12.0
37.2,65.5,17.0,43.3,13.5,16.3,35.5,632.0,101.0,253.0,219.0
28.9,16.4,1.0,112.0,15.3,13.0,26.4,331.0,14.7,28.6,47.4
2.48,2.02,4.29,124.0,13.8,8.9,21.9,692.0,42.2,104.0,138.0
93.1,79.9,5.62,16.1,1.0,12.6,36.5,294.0,13.6,31.1,18.3
28.4,31.9,10.6,65.5,8.82,11.1,35.2,343.0,12.3,28.4,49.6
38.9,17.6,10.8,244.0,32.8,9.82,32.8,308.0,12.5,25.7,22.5
106.0,114.0,6.49,300.0,38.5,9.47,37.5,346.0,34.6,69.2,45.7
34.0,15.3,13.8,8.06,1.0,6.55,17.6,538.0,7.7,24.1,25.5
141.0,118.0,12.1,259.0,33.7,10.0,35.5,519.0,26.7,56.7,63.2
30.8,27.1,4.57,10.1,2.02,24.1,43.7,626.0,13.0,23.3,36.8
32.8,14.1,4.26,8.51,2.5,51.9,129.0,1000.0,10.3,33.7,31.3
25.5,28.9,8.43,72.3,1.91,17.0,32.2,200.0,13.2,31.1,20.2
40.7,31.9,46.1,53.3,20.5,36.5,126.0,1094.0,14.6,34.0,50.0
37.9,16.3,14.7,35.5,1.0,25.9,53.8,286.0,17.5,27.4,12.9
28.1,15.4,3.52,44.1,7.64,37.2,73.7,500.0,13.0,29.7,15.0
88.2,77.0,6.44,13.6,10.0,23.3,66.1,956.0,18.6,37.2,14.7
55.2,38.2,26.7,32.5,13.2,13.7,40.3,349.0,26.7,71.7,66.1
178.0,223.0,13.1,80.6,27.6,14.2,39.2,389.0,17.3,47.8,33.4
39.6,25.0,1.88,1.86,3.55,31.3,76.4,1000.0,15.8,32.8,19.8
29.7,22.3,5.99,111.0,15.1,23.5,49.6,661.0,13.7,35.2,23.7
102.0,104.0,8.58,16.7,3.49,16.3,47.8,470.0,20.0,39.6,35.5
34.0,29.4,20.0,86.6,25.0,21.1,36.8,284.0,11.0,24.1,17.5
100.0,85.1,8.74,255.0,43.7,27.1,77.7,692.0,9.22,21.5,42.6
43.3,23.1,36.5,77.7,22.3,15.1,41.0,379.0,10.8,31.6,26.9
41.0,34.0,19.6,27.9,3.31,23.7,78.4,610.0,51.4,105.0,112.0
39.2,27.1,17.0,16.1,10.8,28.4,104.0,1000.0,15.0,31.6,18.3
36.5,23.9,9.91,18.3,1.89,56.7,149.0,1208.0,9.82,34.6,26.7
44.5,31.3,6.38,10.5,1.81,10.9,25.7,262.0,10.9,35.2,25.9
183.0,141.0,5.19,61.5,10.1,30.0,71.7,644.0,10.7,24.8,16.1
27.6,26.4,6.98,13.8,6.61,15.8,36.8,965.0,22.7,63.2,69.8
80.6,61.5,17.5,48.3,9.06,8.51,29.4,311.0,54.2,121.0,111.0
35.5,28.4,10.6,289.0,40.0,10.4,31.3,764.0,10.7,27.4,34.9
38.5,25.7,4.91,74.3,6.49,12.7,34.9,764.0,24.1,47.4,41.0
53.3,57.8,45.7,289.0,47.8,8.98,28.9,396.0,16.5,47.4,32.8
119.0,90.6,7.37,178.0,38.2,33.1,41.4,461.0,15.1,29.2,30.5
42.9,52.3,18.1,30.2,16.4,11.8,31.9,403.0,31.6,55.2,59.4
43.3,24.1,12.1,71.0,16.5,20.2,60.4,828.0,18.1,41.8,23.7
138.0,165.0,1.0,103.0,9.22,30.8,100.0,1640.0,14.5,35.5,30.5
141.0,125.0,5.83,11.0,1.86,23.1,49.6,453.0,33.7,76.4,74.3
108.0,92.2,9.82,1.0,6.04,7.7,32.5,410.0,25.0,65.5,70.4
105.0,67.9,7.17,10.5,12.0,10.6,31.1,562.0,27.1,49.1,67.3
57.3,38.2,31.9,37.2,16.7,11.5,44.1,359.0,1.3,55.7,3.16
49.1,46.6,68.5,154.0,51.9,9.65,23.7,372.0,7.91,31.1,38.9
38.5,16.3,5.94,64.4,3.72,15.7,34.0,437.0,16.1,37.9,35.2
11.3,18.3,2.0,70.4,13.6,27.9,107.0,843.0,12.5,39.6,22.5
142.0,136.0,9.14,16.4,8.82,11.3,17.3,289.0,14.3,37.2,32.5
50.9,14.9,5.42,86.6,10.4,6.21,26.4,343.0,9.14,73.7,31.6
36.8,27.4,10.8,12.5,3.75,5.88,25.5,138.0,71.7,97.3,2.13
40.0,13.9,9.82,12.4,16.4,53.8,113.0,1670.0,4.66,5.52,10.0
26.2,27.1,15.1,139.0,16.4,15.7,37.2,820.0,14.7,32.2,42.6
38.9,23.1,3.4,110.0,21.3,10.7,31.6,379.0,7.99,27.1,32.8
40.0,22.1,9.73,5.62,1.47,27.6,69.2,1472.0,4.49,19.1,4.91
23.3,22.5,2.07,131.0,16.0,15.1,40.0,359.0,1.0,147.0,9.73
57.3,42.6,5.73,38.5,12.5,26.7,84.3,1186.0,50.0,125.0,155.0
62.1,52.8,4.26,274.0,46.6,15.7,50.0,184.0,8.66,20.0,4.83
38.9,28.1,2.27,109.0,16.5,19.1,66.1,514.0,12.2,28.6,21.1
93.9,81.3,25.5,38.5,19.1,11.8,47.0,396.0,8.13,41.0,34.6
20.0,28.1,30.8,34.3,6.04,20.0,44.9,474.0,1.0,20.2,56.2
36.8,21.5,9.14,130.0,23.1,18.8,43.3,365.0,13.1,26.4,12.3
36.5,29.4,13.1,67.3,21.7,7.64,30.8,528.0,47.4,101.0,114.0
28.4,31.3,16.7,46.6,6.32,40.3,124.0,1395.0,75.0,219.0,219.0
157.0,133.0,10.1,26.2,4.22,14.2,32.5,343.0,23.1,43.3,20.9
30.2,23.1,1.0,121.0,14.1,6.1,19.5,173.0,17.3,31.6,33.7
29.2,18.1,6.44,40.7,13.1,12.6,33.1,437.0,12.6,59.4,39.6
33.7,19.3,5.57,30.0,12.1,12.2,40.3,461.0,1.63,9.65,11.0
54.2,47.0,3.96,75.0,8.35,39.6,99.1,906.0,7.7,17.3,19.3
30.5,29.2,7.7,101.0,15.4,16.3,37.9,365.0,44.5,111.0,81.3
44.1,36.2,10.0,313.0,49.1,8.66,38.2,337.0,14.9,35.9,37.2
90.6,103.0,3.75,108.0,12.0,12.9,36.5,588.0,23.9,69.2,61.5
30.5,17.5,87.4,83.5,26.9,10.0,31.1,523.0,17.5,53.8,36.8
23.1,12.4,10.2,17.6,1.29,11.3,67.9,337.0,53.8,112.0,154.0
41.8,20.2,10.4,32.2,11.0,34.3,173.0,1540.0,11.5,47.0,41.8
45.7,40.3,73.7,241.0,34.9,18.9,61.0,457.0,14.6,31.1,41.0
28.4,23.5,6.61,86.6,20.4,9.82,30.0,362.0,20.2,50.9,29.4
75.0,44.9,5.78,37.5,3.16,8.82,22.5,764.0,13.1,55.2,57.8
55.7,52.3,6.61,219.0,34.3,7.7,43.7,184.0,6.98,31.6,12.6
19.5,21.3,3.13,12.6,11.7,10.8,53.3,931.0,11.2,33.1,27.4
30.0,35.9,8.13,49.6,23.9,85.1,300.0,4914.0,114.0,165.0,3.96
9.31,1.83,4.1,85.8,16.5,10.7,32.5,334.0,17.5,36.2,28.1
83.5,62.6,11.2,20.7,6.21,44.1,114.0,1625.0,17.2,53.3,38.5
55.2,47.8,5.94,25.9,4.96,11.0,32.5,414.0,38.5,90.6,121.0
47.4,30.8,21.9,271.0,53.3,24.6,96.5,2458.0,46.6,88.2,91.4
58.8,41.8,4.14,85.1,7.64,16.0,35.2,292.0,13.7,35.9,31.1
50.9,33.1,5.19,7.64,2.53,24.1,53.8,737.0,17.0,44.1,29.2
64.9,38.2,13.0,176.0,30.2,16.4,33.7,437.0,8.06,28.1,20.4
123.0,90.6,2.59,151.0,5.83,15.1,53.8,1065.0,122.0,154.0,33.7
54.2,36.2,35.2,121.0,39.2,23.1,44.1,410.0,10.1,36.8,32.2
27.6,27.1,2.33,44.5,2.19,14.2,49.6,328.0,27.4,62.6,56.7
34.0,25.0,11.8,6.85,19.3,18.1,61.0,379.0,24.6,87.4,85.1
