praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
26.2,26.7,14.9,23.9,37.9,6.38,26.7,418.0,6.73,29.7,32.8
34.0,14.7,19.1,24.1,34.0,55.2,77.7,445.0,20.0,29.2,2.04
27.1,13.6,12.3,35.2,13.8,32.2,45.3,449.0,2.64,9.47,6.1
59.4,40.7,12.2,286.0,64.4,45.7,76.4,1009.0,10.4,25.7,40.3
34.6,18.6,6.38,65.5,10.7,47.8,61.0,445.0,21.9,120.0,146.0
58.3,50.0,6.21,319.0,64.4,47.4,71.0,389.0,7.57,32.8,46.6
32.8,31.6,8.98,90.6,1.35,15.4,22.9,806.0,8.06,18.4,43.7
44.1,31.6,3.0,93.1,22.1,26.2,47.0,457.0,6.32,11.8,42.9
68.5,51.9,9.82,15.8,5.62,17.0,42.2,461.0,9.47,22.7,37.5
30.0,17.6,2.04,233.0,24.6,8.35,28.6,626.0,6.21,16.3,40.0
58.8,38.9,2.05,129.0,21.5,132.0,316.0,3338.0,10.4,20.4,32.8
34.0,21.9,2.81,649.0,133.0,91.4,248.0,2839.0,8.66,31.9,44.1
132.0,52.8,10.6,241.0,36.8,25.3,36.2,343.0,4.18,23.5,37.5
31.9,17.3,13.1,15.0,10.0,30.2,45.3,449.0,16.4,34.3,114.0
46.1,28.6,2.17,183.0,23.1,40.0,88.2,2091.0,7.91,13.1,29.7
51.9,37.9,11.3,151.0,21.1,8.43,13.3,578.0,6.21,16.5,23.9
88.2,16.5,17.6,147.0,57.3,51.9,61.0,392.0,4.49,11.4,31.6
33.1,15.0,27.9,410.0,85.8,22.7,35.9,250.0,5.57,28.1,39.2
77.0,62.6,6.98,25.7,16.0,9.56,30.5,308.0,5.33,18.1,25.0
36.8,18.4,12.5,12.3,5.78,27.9,44.5,496.0,10.6,32.8,74.3
65.5,50.5,20.2,28.1,11.0,50.5,70.4,453.0,3.75,22.7,50.0
50.5,28.6,19.5,24.4,10.4,38.9,71.7,599.0,10.0,19.8,44.5
47.0,26.2,1.0,158.0,3.96,17.9,18.9,519.0,5.94,24.4,45.7
34.0,15.4,3.43,239.0,22.5,7.5,28.6,426.0,9.14,20.4,32.5
50.0,40.0,5.23,514.0,73.7,6.85,35.2,466.0,3.43,24.4,54.7
20.5,2.86,2.04,319.0,60.4,43.7,64.4,457.0,4.66,10.3,23.5
10.1,17.5,13.5,12.4,25.9,64.9,90.6,578.0,1.0,25.3,8.74
31.3,14.6,6.67,10.6,11.5,14.5,37.2,806.0,2.07,53.8,1.25
36.8,38.2,18.9,22.7,2.62,12.4,32.2,588.0,10.0,18.4,62.1
48.3,32.2,7.7,89.0,17.0,47.4,75.0,466.0,9.91,30.2,46.6
41.4,17.9,30.8,538.0,118.0,54.7,85.1,325.0,4.78,6.21,31.9
50.0,30.2,6.61,583.0,80.6,6.85,21.3,382.0,8.82,29.2,66.7
27.9,18.1,3.37,94.7,19.3,8.35,19.6,649.0,8.82,25.9,36.5
32.2,23.7,7.91,331.0,52.8,4.7,13.8,491.0,10.5,23.9,3.92
176.0,115.0,10.6,8.82,9.14,54.2,88.2,588.0,15.4,70.4,229.0
30.0,21.1,2.69,151.0,30.8,25.9,34.6,437.0,1.46,11.8,28.9
34.9,22.5,24.8,21.9,1.08,52.3,79.1,1055.0,6.15,8.74,24.6
30.5,25.3,21.3,25.3,28.6,50.9,82.0,346.0,2.15,30.8,3.82
28.6,16.8,1.43,184.0,24.1,37.9,75.7,1197.0,10.1,22.1,74.3
129.0,75.0,6.98,16.0,11.4,28.9,45.3,478.0,6.26,30.2,29.7
142.0,76.4,15.8,25.7,7.37,43.3,69.8,500.0,11.8,44.1,115.0
30.0,24.6,7.91,9.65,9.73,24.4,39.2,474.0,12.2,26.2,31.3
26.9,19.3,14.5,149.0,34.0,24.8,50.5,528.0,8.2,23.3,37.5
38.2,24.4,19.3,46.6,24.8,64.9,145.0,2996.0,7.57,27.9,35.2
31.9,17.0,2.64,147.0,42.6,30.2,53.3,509.0,7.1,25.9,54.2
41.0,22.1,10.0,121.0,25.7,48.3,88.2,1700.0,13.2,47.4,112.0
54.7,41.0,1.0,267.0,13.8,5.62,21.3,355.0,3.62,24.8,50.9
33.7,26.4,4.49,84.3,21.5,27.6,41.4,470.0,8.82,22.3,62.1
48.3,44.9,7.91,7.57,2.97,29.4,42.9,528.0,2.74,10.9,1.5
150.0,33.1,8.13,13.9,2.33,35.5,61.5,414.0,1.86,132.0,5.94
46.6,20.0,3.79,262.0,35.5,24.6,44.5,355.0,16.1,23.7,1.0
115.0,80.6,1.0,328.0,25.0,13.0,42.9,710.0,39.6,101.0,202.0
34.6,23.1,1.78,191.0,32.5,16.7,31.1,441.0,7.43,31.9,45.7
101.0,69.2,9.65,12.7,17.8,36.2,56.7,547.0,37.5,137.0,196.0
30.5,24.1,11.2,7.64,9.22,32.8,59.4,322.0,5.38,15.8,24.1
35.5,23.3,1.84,426.0,64.4,19.6,63.8,1252.0,7.43,20.4,23.9
101.0,98.2,12.5,7.57,17.8,28.4,50.5,835.0,4.45,15.0,27.4
62.1,38.2,9.39,237.0,48.7,24.1,37.5,466.0,9.06,27.1,53.8
37.2,24.6,6.04,83.5,16.7,9.31,25.3,284.0,4.57,19.3,32.5
48.7,50.9,13.1,46.1,10.5,20.5,27.9,578.0,9.31,25.0,30.8
33.4,15.3,24.6,29.4,10.3,9.39,25.3,737.0,3.75,27.4,40.3
35.9,25.5,1.58,151.0,15.5,11.8,32.2,679.0,23.3,117.0,505.0
119.0,84.3,29.4,483.0,163.0,25.0,38.2,379.0,64.9,241.0,392.0
28.1,17.0,1.83,191.0,24.8,28.9,45.7,461.0,7.84,22.5,3.22
59.9,58.3,5.28,52.3,9.14,22.1,46.1,487.0,10.7,24.4,85.1
29.2,14.2,11.5,111.0,36.5,5.67,35.5,300.0,6.79,15.1,47.8
28.1,19.5,36.5,176.0,58.3,47.8,72.3,300.0,11.1,37.9,83.5
18.4,16.8,7.37,12.3,14.3,27.9,45.3,403.0,7.57,13.3,46.6
51.4,34.6,19.3,16.5,6.92,18.1,29.4,328.0,7.3,19.3,59.4
36.5,22.1,12.6,95.6,47.8,6.32,24.1,362.0,6.85,25.9,74.3
35.9,17.8,9.39,10.6,2.97,47.0,59.4,403.0,6.73,23.5,43.7
41.4,32.5,8.13,15.8,6.44,23.5,44.5,474.0,9.47,20.4,46.1
31.9,23.7,20.4,97.3,31.9,21.7,36.5,453.0,10.0,30.2,68.5
29.7,12.7,15.0,7.77,17.0,18.8,50.5,528.0,7.37,22.1,21.5
33.4,21.1,1.73,204.0,30.0,58.3,95.6,491.0,23.7,60.4,95.6
31.6,26.9,1.63,294.0,28.9,20.5,35.9,389.0,6.73,21.5,34.6
26.2,16.1,36.2,19.1,46.1,17.0,31.3,372.0,6.55,35.9,49.1
28.9,12.6,21.3,32.2,32.8,24.1,30.5,313.0,7.7,36.5,34.9
25.3,23.9,68.5,346.0,100.0,37.5,66.1,1065.0,6.26,26.9,62.1
28.4,18.8,1.0,449.0,67.9,43.3,57.3,433.0,8.74,21.3,17.3
27.6,7.1,3.31,188.0,25.9,33.7,50.5,429.0,7.5,13.6,21.5
84.3,56.2,3.13,52.8,5.99,52.8,85.8,523.0,6.55,37.2,94.7
73.0,61.0,12.7,20.5,12.3,51.4,62.1,328.0,6.49,21.1,38.5
23.7,26.7,12.9,12.5,13.2,34.0,50.0,542.0,5.67,18.3,19.3
25.5,25.0,79.9,514.0,137.0,75.0,111.0,578.0,14.5,42.2,3.28
80.6,48.7,6.79,105.0,27.9,21.3,50.0,365.0,11.0,34.6,57.3
34.6,26.9,2.41,186.0,20.9,60.4,125.0,1611.0,7.3,19.5,38.5
51.9,39.2,8.82,14.5,15.1,6.21,9.22,165.0,25.0,78.4,276.0
21.3,19.6,19.3,292.0,84.3,31.3,44.5,410.0,5.0,20.5,32.8
63.2,42.2,24.6,379.0,93.9,18.3,38.2,466.0,35.2,98.2,286.0
30.5,20.9,36.5,52.3,20.9,17.2,39.6,375.0,16.1,31.3,8.51
45.7,30.2,27.4,17.9,33.7,34.6,62.6,1420.0,26.4,86.6,145.0
33.1,17.0,7.77,64.4,15.0,14.5,44.5,400.0,12.4,29.2,40.3
44.1,26.2,11.3,16.8,13.2,23.9,79.1,1540.0,14.9,48.7,92.2
188.0,132.0,21.1,267.0,39.2,21.3,42.9,284.0,6.98,22.1,33.4
30.8,25.0,15.0,9.56,13.7,38.5,56.7,267.0,5.67,21.7,34.0
34.9,34.3,8.06,297.0,77.0,33.7,47.0,461.0,3.68,20.0,37.5
149.0,90.6,3.46,170.0,31.1,5.78,34.9,403.0,8.13,18.4,30.5
92.2,67.3,15.5,237.0,64.9,16.4,37.9,407.0,1.18,8.35,29.2
36.2,17.6,10.4,5.05,5.42,46.1,78.4,461.0,7.1,18.1,31.9
22.1,24.1,9.56,8.51,3.13,14.9,41.8,828.0,8.82,25.5,42.9
77.7,50.9,17.0,22.1,45.7,24.1,44.5,500.0,5.23,26.9,25.0
34.6,31.9,7.1,264.0,37.5,22.1,77.7,2110.0,12.4,36.5,53.8
73.7,48.3,4.1,143.0,37.9,25.0,49.6,449.0,40.3,45.7,11.2
40.0,24.1,4.78,500.0,57.8,18.4,34.6,750.0,8.28,23.7,38.9
29.7,23.7,11.2,297.0,69.8,55.7,67.3,583.0,9.14,17.2,22.9
120.0,97.3,4.49,8.82,8.51,30.8,46.6,453.0,6.55,26.4,32.5
31.1,28.6,7.7,11.7,16.7,31.3,56.7,407.0,20.4,67.9,123.0
191.0,161.0,13.8,13.5,12.7,22.5,35.9,583.0,7.3,24.4,39.2
43.3,40.3,2.37,392.0,75.0,38.5,94.7,1275.0,9.47,19.8,29.7
36.8,19.3,46.1,346.0,149.0,22.7,46.1,500.0,7.99,23.7,38.5
27.6,33.4,9.22,17.0,10.7,16.8,24.4,437.0,1.0,54.2,3.28
66.1,50.9,41.4,11.0,51.4,12.4,27.1,340.0,2.97,20.9,32.2
62.6,35.2,15.5,274.0,49.1,12.3,28.4,474.0,45.3,89.8,16.0
34.9,17.0,15.5,26.2,11.4,25.3,46.1,331.0,5.73,15.5,33.1
20.4,23.9,8.13,60.4,8.74,22.1,35.5,407.0,11.9,40.7,62.1
114.0,84.3,3.28,175.0,40.7,136.0,311.0,4411.0,6.32,22.1,36.2
31.3,24.4,6.15,61.5,8.35,31.1,51.9,365.0,22.9,85.8,172.0
15.3,5.19,3.43,279.0,20.7,24.4,51.9,523.0,8.51,65.5,37.9
69.8,42.9,50.0,47.8,33.4,22.1,37.2,1000.0,6.21,16.5,37.2
30.8,22.9,7.37,34.0,10.9,38.9,64.4,1134.0,10.3,29.4,66.7
130.0,90.6,2.25,385.0,48.7,13.0,36.5,764.0,8.28,16.7,54.7
132.0,75.0,5.23,14.3,4.87,25.9,28.9,519.0,42.6,122.0,205.0
18.3,46.1,1.35,191.0,20.0,5.05,33.1,400.0,8.98,22.1,26.4
39.6,36.8,12.2,7.99,10.6,19.6,31.1,325.0,9.31,17.3,9.39
85.1,56.7,10.6,16.1,23.3,45.3,53.3,352.0,23.3,54.7,4.1
124.0,106.0,21.9,47.4,20.0,12.4,44.1,874.0,10.1,49.6,34.9
55.7,28.9,11.0,284.0,40.7,38.5,62.1,392.0,8.28,28.4,50.9
133.0,96.5,11.8,257.0,34.6,40.3,63.2,429.0,9.47,15.0,5.09
80.6,52.8,10.0,9.91,7.77,42.6,48.3,445.0,1.55,12.0,37.9
139.0,68.5,1.0,175.0,25.9,31.1,62.6,588.0,5.99,21.5,34.3
18.9,32.2,5.99,8.9,1.06,77.7,123.0,973.0,8.51,16.4,35.2
79.1,70.4,11.2,135.0,24.4,24.8,73.7,1009.0,12.6,40.7,50.0
67.9,79.9,1.91,108.0,22.5,25.5,49.6,813.0,15.0,41.4,42.2
29.2,24.8,14.3,15.7,7.3,30.2,44.5,352.0,13.9,82.8,106.0
63.2,34.3,1.0,153.0,16.3,26.7,48.3,461.0,5.52,21.5,26.2
26.4,28.1,8.13,10.6,13.8,6.92,38.9,239.0,1.0,42.6,3.19
69.2,52.8,7.43,297.0,74.3,34.9,69.2,874.0,10.0,24.8,23.5
39.2,26.2,25.9,500.0,145.0,5.23,20.2,297.0,7.99,23.9,12.7
108.0,97.3,21.3,17.2,15.8,11.3,29.7,487.0,7.5,31.9,33.7
15.0,16.1,30.0,281.0,85.1,28.4,49.1,599.0,11.7,36.8,55.7
106.0,66.1,24.1,209.0,60.4,40.0,79.9,2227.0,8.9,39.6,57.8
37.5,23.3,1.0,433.0,47.8,21.5,43.7,649.0,10.3,34.3,44.1
119.0,124.0,10.5,17.2,13.0,30.2,41.0,396.0,5.28,14.2,8.58
37.5,20.5,8.35,11.7,13.7,7.84,31.6,466.0,11.7,19.5,27.6
69.2,55.2,6.55,73.7,15.3,50.0,77.7,389.0,20.4,71.7,49.6
141.0,120.0,2.69,122.0,20.7,25.7,52.8,257.0,8.2,27.4,71.7
32.5,27.1,6.26,103.0,6.98,7.77,21.9,365.0,6.92,17.5,26.2
29.2,20.5,11.4,9.06,13.2,6.44,15.8,410.0,20.9,50.0,53.8
48.3,40.0,1.12,109.0,13.5,40.3,49.1,355.0,7.23,32.2,44.5
38.5,18.9,12.3,17.5,26.2,41.8,80.6,1731.0,9.47,11.0,25.9
237.0,153.0,3.85,164.0,17.9,15.0,57.3,578.0,4.03,17.0,44.1
30.5,9.91,11.9,18.4,7.17,45.7,80.6,1433.0,4.61,35.9,37.9
44.5,22.3,15.7,176.0,50.9,21.5,24.4,308.0,7.04,14.7,26.2
39.6,30.5,3.79,102.0,7.04,20.0,40.7,567.0,15.7,71.7,99.1
172.0,129.0,3.79,72.3,6.73,56.2,80.6,331.0,16.8,25.9,41.0
53.3,72.3,31.6,221.0,48.7,41.8,58.8,557.0,17.5,60.4,119.0
33.7,21.5,18.9,17.2,46.1,22.1,106.0,1762.0,9.47,16.4,28.1
75.7,61.0,1.63,124.0,15.4,60.4,133.0,2017.0,1.0,5.67,13.0
42.9,13.7,7.23,57.8,32.8,27.6,44.9,365.0,12.2,31.9,73.0
93.9,55.2,22.1,189.0,34.6,86.6,195.0,2308.0,5.28,20.9,24.4
40.0,37.2,14.6,111.0,26.4,10.0,26.7,730.0,1.27,22.1,41.0
87.4,47.4,6.44,13.1,7.57,24.8,37.9,346.0,10.1,19.8,44.5
157.0,34.3,6.21,30.0,12.7,22.1,36.5,509.0,11.5,36.8,64.9
24.8,20.7,7.99,133.0,27.4,36.8,66.1,667.0,7.91,16.8,33.7
26.9,23.5,5.23,73.0,5.14,33.4,54.2,279.0,4.45,33.1,42.2
173.0,141.0,9.39,6.55,15.8,47.0,158.0,1877.0,4.26,16.4,20.5
150.0,113.0,1.0,186.0,13.1,49.6,93.9,1685.0,10.3,14.5,28.9
39.6,27.4,11.7,11.3,10.0,17.2,51.9,1065.0,10.6,32.2,46.1
30.0,25.7,12.9,231.0,36.5,18.4,38.5,973.0,8.82,34.0,33.7
24.6,14.3,6.79,17.2,6.32,18.8,40.3,470.0,20.4,30.2,5.78
37.5,30.5,9.82,16.5,9.31,33.1,49.1,346.0,14.5,25.0,40.0
126.0,205.0,4.18,82.8,28.4,30.5,56.7,542.0,9.65,22.3,21.5
100.0,154.0,11.1,13.6,12.9,19.5,68.5,1655.0,13.6,32.8,50.0
32.2,18.9,10.6,6.73,15.8,29.4,52.8,418.0,6.67,449.0,6.55
32.5,27.6,50.0,300.0,108.0,58.3,62.6,302.0,7.37,10.3,35.9
77.0,58.3,25.9,25.9,25.0,28.4,82.0,1827.0,4.1,20.7,48.7
26.2,14.1,34.9,45.7,25.0,44.1,57.3,410.0,4.66,21.5,31.1
99.1,65.5,28.1,67.9,26.7,44.9,60.4,365.0,13.5,37.2,52.8
83.5,61.5,9.82,8.06,1.0,43.3,136.0,2072.0,5.73,29.4,25.7
40.7,30.2,1.03,29.2,17.5,21.3,31.9,331.0,5.73,46.1,44.9
127.0,77.0,8.2,18.3,6.73,29.2,60.4,474.0,28.9,83.5,213.0
33.1,31.3,1.05,59.4,20.2,31.6,58.8,991.0,6.61,25.5,29.7
117.0,87.4,1.7,93.1,22.5,66.7,89.8,433.0,9.14,16.3,36.8
29.7,28.4,3.75,155.0,14.1,28.9,56.7,372.0,6.1,16.7,31.6
57.8,31.3,24.8,25.9,11.2,34.9,45.7,325.0,5.14,23.9,31.6
119.0,97.3,4.41,403.0,62.1,55.2,117.0,1582.0,4.7,20.4,23.5
31.9,14.6,8.9,22.7,7.77,37.2,59.4,392.0,17.3,38.9,44.5
57.8,49.6,8.66,15.0,5.57,33.1,49.6,319.0,8.9,15.1,18.9
85.1,85.8,5.73,514.0,71.7,75.0,100.0,449.0,7.43,7.43,1.06
33.7,16.8,3.43,101.0,31.9,5.09,7.91,202.0,5.62,26.9,30.0
38.2,26.7,3.79,160.0,26.4,21.1,57.3,956.0,1.0,1.83,5.14
45.7,23.3,9.56,4.57,10.0,31.3,51.9,359.0,26.9,98.2,198.0
137.0,93.1,30.5,219.0,175.0,47.8,99.1,1715.0,6.21,26.7,47.0
161.0,111.0,7.43,59.4,9.65,16.8,28.4,437.0,6.26,15.8,22.1
47.8,30.5,3.49,112.0,6.26,25.5,40.0,346.0,26.7,109.0,168.0
38.9,34.3,40.7,35.9,35.2,36.5,87.4,1395.0,10.5,11.0,38.9
47.0,42.2,6.98,799.0,135.0,53.8,93.9,1486.0,11.0,35.9,51.4
25.9,14.2,5.09,340.0,48.3,56.2,79.1,457.0,6.21,22.3,28.9
71.0,64.4,19.3,274.0,71.7,22.1,49.1,1197.0,13.1,27.6,49.1
49.6,46.1,5.52,281.0,47.8,23.3,44.9,509.0,8.98,16.1,36.5
32.5,29.4,24.4,237.0,59.9,10.8,27.4,692.0,8.98,21.7,41.8
7.99,24.8,29.7,429.0,106.0,55.2,75.0,573.0,14.9,40.3,71.7
34.3,28.4,40.0,50.5,23.7,20.9,39.6,248.0,4.22,10.6,29.7
35.9,32.8,10.5,59.4,21.1,28.1,49.6,461.0,5.05,11.4,29.4
25.7,6.79,66.1,136.0,43.7,6.79,14.5,264.0,10.0,29.7,50.9
118.0,86.6,41.0,89.0,297.0,42.9,97.3,1298.0,4.87,13.5,17.9
40.7,23.3,25.9,491.0,114.0,42.6,55.7,599.0,9.31,24.1,34.3
26.4,26.7,10.7,17.6,4.49,24.4,35.9,500.0,9.82,48.7,94.7
93.1,120.0,13.8,433.0,72.3,130.0,267.0,2738.0,8.98,23.7,27.1
28.9,27.9,3.85,146.0,28.4,13.1,27.6,743.0,8.2,13.7,2.64
34.3,15.7,8.06,292.0,40.0,5.78,18.1,414.0,26.9,77.0,135.0
22.7,15.1,2.17,19.8,9.65,34.9,64.4,644.0,2.04,31.3,1.72
34.0,21.5,12.5,24.8,20.0,19.6,23.3,297.0,11.2,28.4,59.9
93.1,66.7,5.14,23.5,15.8,26.9,63.2,906.0,13.5,23.5,41.0
32.2,24.4,5.99,106.0,13.0,337.0,519.0,2035.0,6.67,12.2,26.7
44.1,32.2,10.1,441.0,69.2,79.1,219.0,1860.0,6.85,18.4,32.2
71.7,49.1,2.19,46.6,29.4,15.4,29.2,667.0,12.6,33.4,59.4
58.8,12.7,10.8,13.1,2.39,44.9,59.9,396.0,10.7,49.1,59.9
241.0,297.0,6.92,79.1,10.6,46.6,77.7,346.0,26.4,89.0,119.0
12.7,16.3,8.98,7.23,5.88,20.0,44.1,914.0,13.8,36.2,90.6
74.3,69.8,4.45,764.0,120.0,43.7,60.4,578.0,10.9,34.6,38.2
74.3,66.1,12.7,40.7,12.2,20.7,38.5,407.0,11.1,24.8,45.7
68.5,32.8,24.8,23.9,12.7,45.3,77.0,1104.0,5.19,22.9,47.8
10.4,5.57,8.43,385.0,98.2,68.5,141.0,1459.0,8.98,28.6,27.4
10.6,9.22,19.8,250.0,44.9,44.9,106.0,1625.0,9.91,37.2,82.0
47.8,32.2,45.7,213.0,58.3,42.6,86.6,1395.0,5.47,30.2,30.8
67.9,51.4,2.27,1.53,316.0,64.9,154.0,2813.0,10.6,47.0,62.1
47.8,27.6,1.86,127.0,12.5,37.2,61.5,457.0,4.53,20.7,30.0
35.2,21.1,1.0,132.0,29.7,47.0,66.1,355.0,30.5,61.0,104.0
18.3,23.3,6.15,27.9,10.8,41.0,67.3,346.0,7.43,43.3,41.4
41.8,35.5,14.6,8.51,11.0,19.3,25.9,302.0,6.04,24.1,41.4
64.9,37.2,4.53,372.0,67.3,56.7,113.0,1395.0,8.66,14.2,47.4
125.0,99.1,15.8,271.0,48.7,35.5,49.6,474.0,4.91,6.92,29.7
38.2,28.9,4.07,44.9,36.8,22.9,75.7,1433.0,13.1,41.8,129.0
64.4,44.5,4.66,8.28,6.1,19.8,29.7,866.0,8.43,13.6,37.5
33.4,19.5,7.77,22.9,15.8,34.3,46.6,349.0,2.69,11.1,2.71
65.5,17.0,1.2,209.0,49.6,32.8,44.1,368.0,16.1,75.0,111.0
35.9,26.9,1.0,237.0,17.8,18.1,36.2,626.0,12.7,18.9,32.5
34.3,21.7,4.57,66.7,16.8,94.7,264.0,2503.0,5.52,15.4,16.3
47.4,36.5,1.32,346.0,34.6,16.4,42.6,1104.0,20.4,48.7,107.0
72.3,50.9,3.52,145.0,24.4,17.8,29.4,437.0,6.21,27.9,85.8
64.4,51.9,61.0,155.0,64.4,37.5,51.9,542.0,34.6,111.0,279.0
35.2,34.3,8.28,449.0,50.9,40.0,62.1,382.0,3.31,18.3,38.5
93.9,60.4,24.1,26.7,20.9,36.5,64.9,382.0,8.51,39.2,44.1
98.2,74.3,3.37,284.0,57.8,21.5,46.1,813.0,12.1,31.3,35.2
90.6,64.9,1.0,172.0,13.2,50.9,55.7,483.0,10.0,51.9,64.9
36.2,16.3,8.82,30.5,9.91,61.0,88.2,583.0,6.49,23.7,41.4
101.0,74.3,4.41,5.83,7.5,48.3,70.4,407.0,7.84,12.0,1.0
32.8,24.4,1.18,87.4,36.8,17.8,48.7,1298.0,7.77,22.5,20.0
73.0,103.0,4.49,28.9,7.7,31.1,49.1,389.0,10.2,32.8,49.1
50.0,31.3,6.1,85.8,10.6,34.3,43.7,334.0,9.22,38.9,48.3
36.2,28.4,40.7,441.0,73.0,34.6,58.3,478.0,35.5,48.3,3.49
15.4,24.1,13.1,13.9,20.2,34.6,50.9,334.0,5.83,14.6,57.3
87.4,97.3,18.4,235.0,20.2,5.62,17.5,890.0,5.94,16.0,38.5
28.1,18.8,6.73,284.0,54.7,29.2,63.2,1346.0,7.17,17.9,26.9
24.4,21.5,1.0,170.0,46.6,21.7,28.6,365.0,4.41,12.3,18.1
32.8,25.9,10.8,160.0,22.5,41.8,59.4,500.0,7.17,25.0,37.9
16.0,2.74,3.59,101.0,25.9,41.8,60.4,250.0,8.58,28.9,29.2
30.5,16.1,8.51,11.1,13.6,13.7,34.0,588.0,6.79,16.8,36.2
84.3,64.4,13.2,269.0,37.9,6.98,40.7,403.0,10.5,25.7,38.9
61.0,43.3,7.17,183.0,30.0,41.8,74.3,1000.0,11.2,16.8,53.3
29.4,21.7,6.1,65.5,17.2,9.56,35.9,505.0,12.5,11.7,26.2
56.7,39.2,2.59,160.0,6.98,22.3,47.4,982.0,13.2,35.5,44.9
114.0,151.0,1.0,77.0,16.5,22.3,35.5,319.0,17.3,43.7,68.5
34.3,22.3,10.2,457.0,59.9,21.3,37.9,340.0,8.82,15.5,16.0
44.9,25.0,33.4,25.3,18.4,69.2,106.0,389.0,5.47,22.3,38.9
30.8,26.2,1.46,129.0,15.8,38.5,72.3,1420.0,5.57,16.0,22.9
33.7,24.8,14.2,300.0,54.2,50.5,78.4,382.0,5.14,17.3,34.9
109.0,77.7,10.6,10.8,5.23,61.0,129.0,2890.0,6.15,32.2,47.8
26.2,17.3,1.63,114.0,14.6,39.2,75.7,1596.0,5.78,23.7,53.3
40.3,30.2,7.04,24.1,6.67,7.5,19.3,352.0,5.0,25.0,49.1
31.1,23.1,52.3,750.0,237.0,16.0,58.3,552.0,8.51,30.0,40.7
93.1,53.8,5.73,160.0,40.7,50.9,95.6,1275.0,11.0,26.9,38.9
85.8,67.9,7.43,12.5,9.56,39.6,50.9,269.0,5.47,21.1,36.8
63.8,15.8,2.59,160.0,19.3,40.3,68.5,679.0,7.43,22.3,39.6
36.8,30.8,16.0,28.4,30.8,46.6,139.0,2091.0,6.26,20.9,22.9
29.2,23.3,1.79,500.0,73.7,55.7,105.0,1346.0,4.0,8.51,36.8
51.9,42.6,1.63,248.0,28.4,7.7,26.4,533.0,1.0,47.4,2.31
139.0,123.0,4.14,53.3,13.9,45.7,67.3,392.0,7.99,23.3,24.8
54.2,79.1,18.6,18.9,2.81,30.8,41.8,365.0,4.83,16.7,43.3
43.7,14.5,54.7,223.0,82.0,32.2,43.7,322.0,12.4,39.2,57.3
183.0,138.0,10.8,365.0,77.7,188.0,289.0,1370.0,11.9,35.2,102.0
34.9,23.9,8.82,12.7,8.58,35.9,44.1,325.0,5.94,21.1,24.4
22.1,24.8,34.9,103.0,19.5,18.9,37.9,547.0,20.7,70.4,91.4
131.0,143.0,4.41,81.3,1.21,27.9,52.3,308.0,9.31,18.3,25.7
31.9,27.6,42.9,215.0,57.8,25.9,49.1,441.0,9.14,26.9,50.9
145.0,98.2,14.9,176.0,10.8,28.9,49.1,400.0,13.2,39.6,70.4
32.2,28.6,12.3,11.2,3.82,12.2,29.7,599.0,5.57,20.0,39.6
108.0,76.4,8.51,123.0,18.6,23.5,31.3,322.0,12.0,52.3,60.4
15.8,25.9,11.4,63.8,17.0,22.5,47.4,433.0,11.3,39.6,51.4
18.4,30.0,3.31,235.0,13.3,12.6,22.5,573.0,7.99,15.8,37.5
44.5,37.9,5.67,124.0,17.6,43.7,78.4,1946.0,6.67,24.6,30.8
37.5,25.3,8.58,10.0,9.39,26.9,41.0,297.0,1.79,15.5,45.7
33.4,18.6,17.9,45.7,36.5,39.6,59.4,519.0,8.58,25.9,58.3
75.7,89.8,8.28,104.0,8.9,25.3,45.3,274.0,9.39,14.3,29.2
175.0,184.0,1.0,213.0,29.4,35.9,71.7,1176.0,9.22,10.3,9.39
59.9,40.0,9.56,11.5,4.57,54.7,123.0,2247.0,5.73,15.7,27.4
82.8,51.4,8.13,167.0,11.3,58.8,94.7,533.0,8.51,22.1,41.8
131.0,137.0,47.0,70.4,44.9,17.3,27.4,557.0,8.66,19.5,39.6
45.7,23.5,6.44,45.3,28.1,24.8,41.8,557.0,9.14,33.7,126.0
37.2,23.1,9.73,11.4,1.01,33.1,63.8,730.0,4.0,14.1,44.9
17.0,13.5,8.13,14.7,10.5,47.0,82.8,599.0,16.0,43.3,93.1
48.3,34.3,5.88,496.0,52.8,7.57,33.1,396.0,7.57,37.9,33.1
80.6,51.9,14.9,262.0,66.1,45.3,64.4,599.0,8.58,13.9,27.4
26.7,11.3,8.06,6.44,1.0,33.1,59.9,890.0,8.51,27.4,22.7
23.5,20.2,12.5,365.0,60.4,55.2,107.0,1263.0,2.94,22.7,20.7
24.8,15.8,24.4,209.0,32.5,11.3,33.4,621.0,14.2,42.2,89.8
42.9,22.9,1.32,79.9,18.4,36.2,44.5,505.0,8.2,22.7,29.2
34.0,29.7,51.4,77.0,90.6,4.45,16.0,231.0,10.7,27.4,75.7
33.4,23.7,8.98,12.9,1.93,93.9,213.0,2996.0,35.5,153.0,297.0
70.4,53.3,23.7,50.5,8.43,27.4,55.2,1197.0,12.3,28.1,38.2
30.0,28.1,7.04,106.0,21.1,7.1,32.8,418.0,7.37,18.9,22.5
44.1,8.13,9.91,14.1,11.4,23.3,35.5,316.0,9.65,24.8,56.2
39.2,18.3,1.23,7.5,5.0,8.98,21.5,505.0,39.2,101.0,253.0
