praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
45.7,37.5,10.8,8.13,5.19,7.77,23.7,362.0,10.0,24.1,34.9
83.5,65.5,5.23,8.9,3.96,21.1,30.0,400.0,10.2,34.3,32.8
20.4,33.7,32.8,246.0,56.7,15.7,33.1,692.0,16.3,31.1,28.1
27.4,12.6,10.8,39.2,20.4,7.91,15.8,615.0,8.58,18.4,22.3
143.0,42.2,19.3,173.0,38.9,13.9,29.2,1114.0,42.2,110.0,130.0
122.0,86.6,18.8,23.5,23.7,13.8,30.2,704.0,20.7,45.3,57.3
38.2,25.7,4.7,10.9,4.7,59.9,103.0,1640.0,6.26,18.8,42.9
130.0,89.0,1.65,71.0,7.17,25.5,164.0,2054.0,13.0,30.8,44.5
31.3,20.2,5.99,207.0,23.5,10.5,34.9,433.0,48.3,124.0,142.0
42.2,32.8,10.6,457.0,93.9,46.6,92.2,3429.0,20.5,49.1,65.5
33.4,20.7,6.92,11.2,13.6,49.6,80.6,1731.0,22.9,66.7,67.9
16.1,18.3,2.31,8.28,7.37,8.43,27.4,1310.0,17.3,36.5,43.3
20.5,24.6,2.74,248.0,31.9,55.2,68.5,542.0,9.39,40.0,22.7
26.4,17.2,8.9,16.1,5.38,11.5,27.6,621.0,7.17,21.7,45.3
138.0,27.6,8.98,14.2,4.33,28.6,37.9,457.0,7.7,29.7,36.2
41.4,32.2,12.1,294.0,25.3,35.5,57.8,621.0,17.3,31.1,39.6
40.7,20.5,1.0,255.0,26.4,12.6,45.3,2350.0,14.7,34.0,30.2
82.0,42.2,46.6,528.0,50.0,91.4,205.0,5882.0,8.58,17.5,27.1
31.3,22.3,13.9,16.7,13.0,97.3,198.0,2247.0,11.5,41.0,48.3
34.6,29.4,8.51,7.84,9.73,35.5,79.1,1811.0,9.73,32.5,33.7
30.0,29.7,10.5,135.0,21.1,20.4,31.9,843.0,11.8,36.5,52.3
40.3,25.9,10.8,207.0,26.4,12.0,31.1,799.0,19.5,45.7,15.1
42.9,33.1,2.57,67.9,3.79,41.8,91.4,1540.0,9.31,21.7,29.2
29.4,41.8,6.49,164.0,28.9,45.7,74.3,717.0,21.1,37.9,59.4
40.3,50.9,5.0,10.7,16.3,111.0,196.0,2763.0,19.3,36.5,49.6
85.8,65.5,25.7,22.7,18.1,9.14,28.9,1370.0,13.8,27.6,35.2
33.7,21.7,6.73,433.0,57.8,6.73,42.6,141.0,9.06,51.4,49.6
41.4,54.7,1.45,151.0,31.9,28.9,86.6,1794.0,12.2,30.2,44.1
42.2,27.1,10.2,22.1,10.3,45.3,90.6,3652.0,14.9,40.7,50.9
22.5,19.8,9.39,10.4,11.4,4.49,20.0,337.0,8.66,19.6,34.6
62.6,34.9,17.8,18.9,14.2,20.9,39.6,685.0,5.14,22.3,34.6
105.0,103.0,10.4,491.0,90.6,37.9,62.1,474.0,17.9,33.1,55.7
46.1,33.7,5.0,63.8,13.1,188.0,292.0,2571.0,15.7,45.3,60.4
77.7,23.1,2.62,11.1,19.8,6.38,56.2,365.0,11.9,36.8,30.5
28.6,15.0,2.86,101.0,17.9,11.7,21.9,1104.0,24.1,54.7,47.4
191.0,123.0,1.0,229.0,29.4,41.8,71.7,1009.0,12.7,30.0,19.8
38.5,15.1,4.26,131.0,33.4,10.6,44.9,1027.0,11.3,16.1,23.7
42.9,31.3,8.66,12.9,5.73,33.7,62.1,509.0,11.2,33.7,35.2
22.5,30.8,8.13,11.3,7.37,89.0,125.0,1582.0,9.06,29.7,27.9
34.9,26.7,64.9,91.4,16.0,25.9,41.8,542.0,12.4,36.8,28.6
52.8,34.0,6.73,13.5,6.38,65.5,117.0,2308.0,15.1,25.5,53.8
41.0,19.6,4.91,418.0,48.3,6.55,22.9,1000.0,25.9,37.9,36.5
30.0,23.1,1.2,168.0,17.5,15.7,32.5,638.0,11.1,44.1,54.2
16.8,21.5,17.3,500.0,90.6,5.38,11.1,505.0,11.4,28.1,40.7
133.0,90.6,12.1,153.0,24.8,4.49,8.82,76.4,11.3,17.5,31.6
108.0,60.4,4.83,6.98,19.6,40.3,82.8,1526.0,8.43,25.3,48.7
52.3,30.5,13.3,5.33,8.98,19.5,55.7,3134.0,18.4,48.3,36.5
32.2,23.7,10.8,11.8,4.61,31.1,93.9,2414.0,7.77,17.3,20.9
86.6,77.7,6.55,10.0,5.94,16.5,33.1,685.0,21.5,60.4,80.6
32.2,20.2,1.06,217.0,22.1,5.99,9.56,340.0,14.1,21.7,32.2
47.4,48.3,27.4,297.0,50.0,14.3,29.4,626.0,43.7,102.0,104.0
30.0,75.7,3.72,91.4,3.59,10.7,24.1,626.0,48.3,163.0,248.0
34.9,23.9,21.7,14.7,12.2,51.4,127.0,2017.0,69.2,163.0,181.0
217.0,142.0,1.79,38.5,12.0,11.1,64.9,519.0,38.9,93.9,123.0
83.5,57.8,19.1,27.6,1.88,30.0,71.7,3820.0,6.38,22.9,23.9
29.7,32.2,40.7,53.8,23.9,8.06,13.2,505.0,12.9,24.6,36.5
2.27,5.38,42.9,46.6,14.5,7.57,30.0,685.0,33.4,81.3,123.0
151.0,84.3,8.06,6.55,5.83,93.1,178.0,2788.0,12.3,28.4,37.5
59.4,43.3,3.05,88.2,4.91,10.1,44.5,588.0,16.3,31.1,49.1
53.3,57.8,7.84,26.4,9.22,34.6,74.3,2350.0,8.82,21.5,21.5
154.0,98.2,1.53,123.0,7.91,122.0,196.0,2072.0,20.7,46.6,37.9
123.0,98.2,4.61,106.0,22.1,19.3,72.3,965.0,2.25,16.7,40.7
20.2,1.01,8.51,40.3,16.0,31.6,54.7,2548.0,16.3,35.5,25.9
28.4,9.56,7.99,8.2,6.26,150.0,305.0,4255.0,11.7,25.9,36.5
34.0,20.7,4.37,69.2,21.9,4.37,23.3,250.0,9.56,15.5,44.9
32.5,22.7,7.3,6.73,9.31,41.8,127.0,2618.0,13.5,28.9,38.2
53.3,39.2,3.72,426.0,31.6,15.0,25.5,542.0,7.43,47.0,32.5
33.1,18.1,6.79,82.0,11.9,15.3,30.2,649.0,34.0,73.7,68.5
27.4,24.4,3.59,112.0,28.1,126.0,198.0,1794.0,7.99,36.2,37.2
25.9,10.3,8.13,14.9,9.47,34.9,64.9,2714.0,35.2,66.7,76.4
51.4,28.1,7.7,96.5,12.0,67.9,145.0,2813.0,29.7,48.3,81.3
34.0,17.3,2.31,125.0,19.1,137.0,205.0,858.0,14.7,30.0,31.6
45.3,35.5,1.0,121.0,31.3,38.2,80.6,1526.0,6.67,24.4,26.2
33.7,30.5,2.21,143.0,40.0,8.35,23.3,638.0,8.13,17.2,27.1
75.0,49.1,21.9,26.7,23.3,8.66,23.3,750.0,14.6,38.2,69.2
147.0,101.0,2.37,108.0,30.0,10.6,46.6,1582.0,45.7,139.0,173.0
30.2,21.3,2.79,107.0,22.5,50.0,97.3,2187.0,18.4,47.8,59.4
29.7,17.9,8.2,29.2,3.49,4.45,15.1,237.0,13.9,17.6,27.4
16.4,22.7,19.5,193.0,47.0,47.8,107.0,3523.0,25.3,55.7,98.2
48.3,40.7,4.87,8.58,7.3,26.9,41.4,573.0,18.8,50.9,56.2
22.9,26.9,2.81,141.0,10.6,18.9,28.4,385.0,10.3,34.0,41.0
136.0,87.4,13.7,289.0,61.5,9.65,23.1,717.0,12.3,39.6,22.1
28.4,15.5,2.48,76.4,24.8,8.28,32.2,578.0,17.8,46.6,50.0
82.8,56.7,11.9,9.65,7.5,25.9,82.8,649.0,7.7,17.2,67.9
66.1,47.8,8.43,6.61,8.9,16.5,35.2,644.0,64.9,127.0,117.0
36.2,25.9,8.35,7.23,8.51,35.9,64.9,604.0,14.3,41.0,48.7
31.9,25.0,9.22,38.2,18.4,26.9,50.0,1540.0,16.7,31.6,39.2
34.3,24.8,10.8,8.66,4.83,20.4,40.3,487.0,10.4,37.2,79.9
138.0,98.2,2.48,157.0,15.3,31.1,41.8,334.0,9.47,25.5,29.2
19.5,26.4,16.4,27.6,20.9,24.6,30.8,302.0,28.9,42.9,135.0
21.1,18.9,21.7,20.2,6.44,95.6,188.0,3619.0,8.74,16.8,38.5
105.0,56.2,10.3,14.6,8.74,26.2,42.2,1155.0,20.0,41.8,75.0
58.3,41.4,5.23,233.0,21.3,3.82,22.3,799.0,9.82,24.1,51.9
32.8,21.1,10.5,123.0,19.3,28.1,51.9,2091.0,13.3,31.6,41.4
50.5,31.6,12.0,10.5,1.11,48.3,75.7,1358.0,11.0,46.6,43.3
66.1,52.3,2.89,85.8,21.7,69.2,119.0,1346.0,13.8,39.6,43.3
43.3,46.6,6.38,453.0,91.4,38.9,60.4,644.0,26.2,54.2,51.9
42.2,27.9,27.4,137.0,87.4,13.2,29.2,757.0,4.74,16.7,31.3
27.6,25.7,8.35,14.3,17.9,15.0,31.6,723.0,11.9,25.9,51.4
30.2,14.9,20.0,18.9,7.17,4.33,18.1,1322.0,8.13,25.3,27.6
35.2,25.0,7.43,7.84,1.0,129.0,195.0,1894.0,24.4,52.8,30.2
195.0,85.1,1.24,200.0,18.9,43.7,88.2,2072.0,4.78,5.38,10.6
35.5,27.9,1.0,207.0,26.4,62.6,94.7,710.0,39.2,105.0,160.0
47.8,32.2,61.0,41.8,22.3,82.0,143.0,1963.0,13.9,30.2,41.8
57.8,44.1,2.97,66.7,21.9,76.4,102.0,626.0,14.7,20.9,32.2
33.4,24.1,7.91,12.2,6.67,64.9,114.0,1640.0,8.66,35.5,23.9
31.9,20.0,10.6,6.49,4.14,22.3,39.6,644.0,54.2,158.0,284.0
31.1,23.1,8.28,9.82,12.3,30.2,57.3,519.0,8.82,22.5,5.73
27.4,12.6,10.7,8.82,7.37,20.9,46.6,2091.0,15.0,38.2,27.9
99.1,79.1,14.9,15.0,9.65,18.3,36.8,1512.0,66.1,157.0,219.0
52.3,47.0,5.88,77.7,10.6,57.3,96.5,1554.0,13.9,35.5,53.3
26.7,22.5,1.95,110.0,3.19,86.6,121.0,1104.0,13.6,28.9,41.8
74.3,56.7,3.08,91.4,9.47,21.3,33.7,791.0,42.6,109.0,253.0
27.9,16.0,7.91,5.38,11.0,7.5,22.7,505.0,15.1,14.7,26.7
41.4,20.9,4.87,15.5,3.89,33.1,58.8,1197.0,11.9,32.2,28.1
31.1,22.3,28.1,17.2,23.1,22.9,50.0,2642.0,8.74,20.5,36.5
3.16,13.0,2.86,39.6,12.4,106.0,246.0,6612.0,9.82,38.2,38.5
25.7,7.57,9.31,61.5,11.9,5.67,17.9,253.0,7.84,28.1,30.2
42.2,24.4,40.0,500.0,183.0,10.0,24.6,1794.0,12.5,36.5,44.1
131.0,76.4,5.38,10.6,15.7,78.4,136.0,1811.0,10.1,20.9,27.9
40.0,30.5,34.6,45.7,47.0,34.9,114.0,3368.0,7.5,32.2,22.1
73.0,46.1,1.98,64.4,15.0,23.7,111.0,1155.0,50.9,120.0,142.0
58.3,36.5,6.38,16.5,7.77,35.9,44.9,632.0,13.5,28.4,33.1
90.6,57.8,1.26,146.0,22.9,90.6,161.0,1911.0,8.66,21.3,25.0
30.8,6.73,28.1,15.3,8.98,147.0,316.0,4870.0,23.5,63.8,69.2
31.6,13.8,5.78,139.0,15.4,6.85,10.4,906.0,5.67,16.1,20.4
76.4,58.8,5.23,26.4,5.47,13.2,28.9,621.0,7.91,28.6,31.1
16.1,10.0,4.18,115.0,19.8,35.9,54.2,1554.0,12.3,34.9,36.2
35.5,33.4,10.3,6.38,5.09,11.9,19.3,626.0,34.6,64.9,109.0
55.2,43.3,4.83,209.0,55.7,27.6,54.7,1358.0,18.3,43.7,56.7
28.4,14.7,8.66,12.9,7.64,119.0,205.0,1486.0,11.5,33.7,38.9
29.4,19.3,8.9,10.3,14.3,7.04,25.5,276.0,16.8,37.2,48.3
42.9,21.5,3.4,122.0,21.7,16.7,39.6,599.0,30.5,69.8,58.3
37.2,21.1,10.5,8.82,8.28,27.9,73.7,1640.0,12.6,30.8,25.7
34.9,17.2,4.7,8.51,7.17,73.7,150.0,2227.0,22.1,45.7,48.7
28.1,12.7,11.3,11.8,12.9,59.4,99.1,1715.0,49.1,101.0,117.0
34.3,30.5,5.47,80.6,16.7,14.7,25.3,594.0,6.15,17.0,26.4
56.7,52.3,2.81,126.0,15.8,70.4,124.0,1611.0,10.5,25.0,24.4
47.4,33.1,4.57,75.0,13.7,23.9,64.9,2714.0,181.0,441.0,474.0
42.6,32.5,35.5,16.3,30.5,75.7,127.0,1382.0,31.9,72.3,89.8
37.9,20.4,5.38,34.9,7.5,6.73,14.3,533.0,9.39,21.1,26.7
17.3,19.5,5.28,163.0,18.6,85.8,145.0,1275.0,15.0,26.7,36.5
73.7,66.7,20.9,195.0,35.9,77.0,158.0,1625.0,11.0,28.4,41.4
25.9,30.8,5.52,14.2,1.24,89.8,160.0,1762.0,15.5,41.0,38.2
35.5,28.1,9.47,474.0,80.6,29.7,55.2,1310.0,12.0,25.5,37.5
47.0,22.1,7.7,17.9,1.01,83.5,163.0,4032.0,6.79,28.9,24.8
24.1,17.2,10.6,10.8,8.2,9.56,22.1,418.0,18.1,34.9,42.6
74.3,71.0,61.0,90.6,35.2,8.58,19.6,359.0,26.9,64.4,94.7
112.0,73.0,28.6,33.1,9.06,17.0,35.9,621.0,6.04,20.9,33.7
118.0,85.8,3.08,9.56,4.87,48.7,77.0,2267.0,8.74,12.5,21.5
30.5,15.1,3.13,112.0,13.7,7.23,20.2,604.0,16.0,28.1,37.5
29.7,23.7,25.5,294.0,88.2,105.0,259.0,2525.0,20.4,37.9,62.6
41.0,17.9,5.62,509.0,76.4,70.4,157.0,1395.0,11.3,34.9,21.9
36.2,16.8,7.3,3.72,2.44,19.5,55.7,1382.0,34.6,75.7,95.6
22.7,26.9,10.6,8.13,4.41,68.5,126.0,1981.0,13.0,29.7,24.1
33.4,17.9,12.3,35.5,5.52,93.1,154.0,3220.0,12.3,48.3,82.0
31.1,21.1,10.8,7.7,4.87,40.0,66.7,562.0,6.98,28.9,22.9
34.0,23.5,2.64,153.0,28.1,3.62,23.1,1176.0,59.4,164.0,211.0
98.2,79.1,4.41,33.7,8.98,14.5,80.6,1843.0,12.9,41.0,34.3
10.7,14.1,3.13,153.0,3.31,25.3,47.0,1526.0,26.2,79.9,106.0
35.5,23.9,44.5,27.4,20.7,4.91,7.7,161.0,42.2,87.4,94.7
15.4,16.1,85.8,53.8,22.3,2.33,20.9,53.3,53.8,112.0,106.0
16.0,26.7,1.0,118.0,5.38,89.0,292.0,4698.0,17.3,38.9,34.6
136.0,80.6,1.33,136.0,18.4,10.6,31.3,562.0,42.6,84.3,85.1
20.5,27.1,15.3,24.6,10.0,167.0,264.0,1762.0,5.73,22.7,32.5
117.0,75.7,13.9,16.7,10.8,34.6,85.1,1963.0,13.9,18.4,20.2
81.3,59.4,7.84,16.7,3.85,78.4,181.0,2371.0,1.17,67.9,6.04
66.1,29.7,2.05,105.0,17.8,40.0,83.5,1762.0,10.6,25.9,42.2
16.1,9.39,11.2,6.44,7.77,46.1,76.4,1275.0,8.82,23.9,31.9
188.0,124.0,19.5,23.9,14.6,211.0,573.0,7105.0,15.7,42.9,48.7
54.2,10.9,5.05,16.5,7.64,17.0,37.9,764.0,17.3,29.4,1.0
47.0,41.0,5.99,223.0,57.8,9.73,22.3,698.0,51.4,127.0,120.0
164.0,117.0,12.5,547.0,106.0,8.98,27.1,519.0,12.1,31.9,23.7
55.7,36.2,13.1,24.1,10.9,62.6,119.0,2247.0,14.2,29.2,27.1
18.6,23.9,2.71,80.6,7.57,21.9,27.1,737.0,15.7,69.8,46.6
65.5,60.4,9.47,12.3,8.98,127.0,209.0,1981.0,13.7,25.0,31.9
36.2,20.4,5.99,90.6,21.5,103.0,151.0,1186.0,9.91,32.2,45.3
30.2,12.3,23.7,29.2,10.5,26.4,51.9,1275.0,24.8,57.3,61.0
37.9,38.2,11.8,22.3,14.2,101.0,262.0,6854.0,10.0,36.5,42.2
28.4,29.7,9.73,12.4,25.5,27.4,92.2,2525.0,12.3,20.7,23.7
80.6,117.0,4.66,179.0,20.7,11.5,28.6,573.0,8.82,28.9,17.6
29.4,20.4,5.05,22.7,8.43,17.3,79.1,470.0,13.9,36.8,26.2
16.1,2.81,2.94,28.4,13.7,27.4,41.0,557.0,37.5,93.9,161.0
168.0,132.0,9.06,396.0,63.8,96.5,172.0,2187.0,40.7,75.7,57.8
48.3,34.3,20.5,25.3,9.31,25.0,36.8,604.0,92.2,164.0,23.7
32.2,11.7,10.4,50.9,8.9,44.5,62.1,604.0,27.1,49.6,58.8
24.8,10.4,9.06,15.5,15.8,6.21,19.3,474.0,13.6,31.1,26.9
30.2,15.4,21.7,28.1,15.3,54.7,81.3,2738.0,15.3,44.5,43.7
24.1,23.5,5.14,92.2,18.4,1.45,7.7,28.6,16.7,45.7,40.3
72.3,53.8,7.57,10.7,6.21,6.32,19.1,777.0,33.1,80.6,72.3
26.9,18.1,23.1,20.5,10.6,34.6,56.7,1747.0,12.4,23.5,36.5
27.6,20.2,4.61,9.82,3.08,165.0,340.0,4411.0,10.1,42.2,33.7
20.5,23.9,8.74,55.7,21.3,31.6,86.6,1219.0,11.8,25.7,42.6
51.9,44.9,20.2,223.0,38.2,31.1,57.3,325.0,18.3,31.1,40.3
35.2,34.6,6.44,7.1,10.7,18.1,42.2,1346.0,13.2,41.0,50.9
26.4,18.3,1.0,53.3,7.64,9.31,42.9,325.0,34.3,67.9,85.8
77.7,47.8,2.57,98.2,4.07,12.1,28.1,757.0,28.9,60.4,82.8
68.5,66.7,7.91,93.9,18.6,12.9,19.8,478.0,17.9,44.5,61.5
53.3,47.8,4.74,32.8,27.6,56.7,112.0,2503.0,1.0,48.3,2.11
23.9,18.3,1.0,279.0,33.1,46.1,100.0,3220.0,26.4,71.7,72.3
32.5,28.6,10.7,16.3,8.82,16.3,33.7,661.0,11.8,30.8,48.7
109.0,73.7,20.9,17.2,6.55,2.71,7.64,52.8,11.5,20.7,31.6
25.7,21.7,11.1,10.6,7.04,69.8,100.0,1197.0,10.4,25.7,29.4
25.0,30.0,4.07,55.2,13.0,42.2,59.9,368.0,27.1,53.8,69.8
36.8,27.6,11.1,13.2,6.44,22.9,55.7,1176.0,19.3,62.6,81.3
76.4,47.4,15.5,19.6,1.17,61.5,131.0,1568.0,40.7,104.0,124.0
20.4,5.88,7.23,104.0,24.4,799.0,1186.0,1370.0,10.0,20.9,25.7
30.2,12.1,11.9,225.0,38.9,28.4,43.7,445.0,14.1,28.1,39.2
21.3,40.7,4.61,67.3,17.5,8.98,58.3,449.0,13.3,16.7,16.1
43.3,15.0,14.5,292.0,71.0,16.7,31.3,667.0,24.8,44.1,88.2
38.9,24.8,15.3,119.0,28.1,48.7,87.4,1747.0,6.67,15.7,47.4
104.0,164.0,5.42,89.0,2.59,34.0,77.0,2350.0,29.4,65.5,103.0
40.7,44.9,6.38,8.28,2.46,35.9,61.5,1894.0,37.5,70.4,85.1
32.8,15.5,6.1,147.0,11.5,7.99,19.3,509.0,33.7,71.0,60.4
63.2,41.8,35.2,23.9,13.7,87.4,138.0,2187.0,16.4,21.1,40.3
27.9,21.3,1.53,308.0,42.6,18.4,43.3,784.0,10.6,21.5,52.3
18.6,14.6,24.6,359.0,64.4,9.65,23.9,1046.0,15.1,31.1,30.5
130.0,100.0,1.33,161.0,20.7,31.6,44.1,528.0,12.7,28.9,35.2
42.6,25.3,3.79,311.0,40.0,21.5,53.3,737.0,17.3,42.9,71.7
17.9,37.9,4.03,8.58,8.35,9.82,35.5,730.0,15.0,43.3,47.0
30.2,18.9,5.09,3.34,20.4,16.0,30.0,730.0,7.04,16.7,24.6
86.6,66.1,22.1,26.9,18.3,73.0,106.0,1860.0,56.2,131.0,167.0
28.4,25.0,4.41,32.2,17.6,4.33,22.7,382.0,10.2,30.0,41.4
35.9,14.3,2.59,137.0,16.1,5.42,27.6,255.0,13.7,36.2,37.5
31.3,18.8,19.6,20.2,24.8,83.5,132.0,1625.0,11.8,30.0,20.9
23.9,29.7,5.14,97.3,14.5,24.6,50.9,302.0,3.92,19.6,16.8
32.5,20.7,22.5,34.9,15.8,31.3,67.9,2329.0,11.7,25.0,21.7
30.0,24.8,8.43,5.38,14.9,20.5,47.4,730.0,12.1,28.6,38.5
30.5,21.5,6.85,41.0,13.9,18.6,66.1,538.0,10.8,34.6,25.5
50.9,45.7,24.8,25.5,25.9,24.4,35.2,692.0,8.2,31.9,19.5
3.19,16.0,9.14,31.9,13.8,56.2,103.0,1794.0,9.91,19.6,20.9
23.7,16.3,14.6,24.6,16.4,105.0,237.0,4032.0,15.5,20.9,34.6
31.9,19.1,6.21,9.47,13.3,15.4,43.7,1715.0,11.4,33.7,18.9
17.9,26.4,12.7,264.0,54.7,36.5,54.2,1219.0,10.2,16.3,31.9
52.8,31.3,17.0,31.1,4.49,75.0,189.0,3555.0,53.8,95.6,109.0
24.6,30.0,2.02,205.0,15.3,18.3,58.8,730.0,9.22,20.4,24.1
193.0,139.0,22.1,244.0,74.3,26.7,35.2,491.0,25.5,69.2,94.7
50.0,31.1,7.57,7.84,6.73,30.0,66.1,743.0,16.3,33.1,47.4
12.6,30.5,20.9,21.3,9.06,62.6,107.0,1611.0,9.22,25.3,22.1
49.1,25.3,9.56,54.7,1.0,118.0,204.0,2247.0,33.4,52.3,32.8
32.5,30.8,11.4,6.67,3.13,30.8,84.3,1894.0,13.7,32.2,28.9
32.8,29.7,26.7,36.8,20.0,16.3,39.6,692.0,3.75,56.7,7.43
49.6,36.8,2.81,183.0,19.5,71.0,108.0,2148.0,36.2,105.0,91.4
62.1,47.0,15.4,172.0,30.0,7.91,21.1,1512.0,9.73,32.2,32.5
30.5,23.3,1.22,121.0,11.8,7.84,14.1,189.0,14.5,29.2,34.3
44.1,25.7,23.9,31.9,26.7,12.6,19.6,346.0,12.3,24.8,43.3
21.5,20.9,1.49,131.0,5.99,21.7,35.5,538.0,6.04,22.7,19.6
17.6,23.1,22.1,18.4,6.61,26.7,33.1,552.0,12.1,33.1,26.7
30.5,25.7,3.19,92.2,17.5,34.9,58.8,784.0,11.1,34.6,27.4
20.9,20.0,9.22,132.0,18.4,72.3,129.0,1747.0,7.84,17.9,23.9
36.5,18.4,8.35,7.04,7.1,16.4,55.7,1263.0,25.3,72.3,85.1
49.1,41.0,15.5,34.9,16.8,13.0,28.1,610.0,11.2,23.7,34.0
26.4,14.7,2.94,1.0,209.0,23.5,48.3,632.0,13.1,23.9,22.5
26.4,22.1,2.0,135.0,21.5,63.8,104.0,2035.0,8.43,31.6,27.9
19.3,22.3,9.73,103.0,12.2,28.4,42.9,403.0,21.5,59.4,67.3
62.6,40.3,4.96,54.2,14.3,21.1,63.2,1407.0,2.92,55.7,1.0
37.9,19.3,2.21,160.0,17.6,35.2,106.0,1928.0,8.06,36.8,22.3
69.8,48.3,10.4,13.8,1.0,13.3,50.0,813.0,20.9,50.9,48.7
37.5,26.4,6.79,9.22,1.84,29.4,50.0,426.0,27.6,53.3,131.0
95.6,106.0,8.51,10.7,1.0,17.3,26.9,289.0,11.1,24.1,39.6
27.6,27.9,1.75,123.0,34.0,60.4,137.0,2571.0,10.9,25.3,37.2
33.1,34.0,9.47,17.6,5.33,32.8,52.8,638.0,25.0,55.2,81.3
20.5,12.9,13.8,20.5,15.7,19.6,38.2,704.0,15.4,31.9,50.9
15.4,21.7,19.8,32.5,8.43,15.5,17.8,588.0,14.9,31.1,22.1
32.5,22.5,10.1,9.91,9.39,59.4,125.0,1486.0,32.5,82.0,101.0
94.7,67.9,5.99,15.4,8.13,11.2,61.0,835.0,33.4,68.5,131.0
30.2,45.7,7.99,8.28,5.94,13.1,47.0,2548.0,23.3,73.0,89.8
49.6,36.2,4.07,89.8,7.37,17.5,44.5,710.0,11.3,30.8,25.3
155.0,115.0,1.67,79.1,15.8,29.7,57.3,1286.0,51.4,98.2,121.0
48.7,26.9,64.4,110.0,19.5,337.0,474.0,1963.0,13.9,67.3,53.8
57.8,43.3,3.34,466.0,90.6,17.5,31.3,1018.0,7.64,22.1,34.6
82.0,47.8,54.7,48.3,11.9,30.5,66.1,1655.0,8.06,21.5,16.1
29.7,17.0,7.17,8.74,10.6,119.0,205.0,1554.0,15.1,15.8,35.2
64.9,35.2,4.0,43.7,20.9,8.06,18.9,372.0,18.3,37.9,49.1
32.8,12.1,8.51,87.4,11.8,9.47,37.9,615.0,7.3,25.7,31.1
40.7,28.4,2.48,139.0,28.6,86.6,114.0,410.0,22.9,38.9,51.9
35.2,23.5,9.31,5.09,10.3,10.6,15.3,375.0,9.56,7.57,12.6
31.9,37.5,10.9,461.0,68.5,6.79,23.7,898.0,12.6,20.7,35.9
28.6,15.8,5.57,102.0,20.2,4.29,17.2,777.0,12.1,32.5,31.1
89.0,55.2,1.0,136.0,29.2,96.5,161.0,2091.0,9.91,29.2,41.8
179.0,106.0,4.45,87.4,26.2,10.2,29.7,385.0,12.1,30.2,38.5
158.0,107.0,14.5,12.7,14.1,40.7,73.7,1176.0,9.65,32.8,20.9
42.2,27.6,39.2,96.5,61.0,10.4,23.5,1037.0,8.35,32.5,31.1
20.2,26.2,15.3,235.0,53.8,68.5,95.6,453.0,12.7,31.1,23.5
53.8,37.5,6.85,126.0,10.0,56.7,68.5,461.0,8.9,26.2,24.6
25.9,27.1,22.3,32.8,8.66,8.43,55.2,449.0,12.0,49.1,37.5
25.0,23.1,23.1,21.1,7.7,10.9,27.1,557.0,11.5,36.2,22.1
30.0,16.0,8.43,10.6,5.23,87.4,147.0,1625.0,20.2,46.1,49.6
40.0,15.5,6.85,42.9,7.91,23.5,44.5,1055.0,42.2,94.7,155.0
29.2,20.7,9.91,23.1,17.8,5.52,13.9,172.0,17.3,18.4,26.7
18.3,20.7,28.1,33.4,5.33,8.58,16.0,289.0,36.2,82.8,106.0
20.4,17.9,5.94,289.0,50.5,26.2,47.8,1433.0,8.58,23.1,33.4
38.5,40.3,15.0,22.9,7.04,30.5,47.4,1946.0,7.7,17.9,27.9
19.6,21.3,8.28,21.5,13.6,31.3,57.3,685.0,10.2,10.1,32.2
34.9,29.7,7.84,5.38,6.32,19.8,91.4,799.0,24.8,54.2,71.7
32.5,13.5,11.7,9.31,8.74,15.1,31.1,491.0,10.0,29.4,31.9
34.0,26.7,9.14,8.82,6.26,21.5,47.4,1526.0,10.3,31.6,36.2
30.5,18.9,6.61,9.65,7.23,20.7,37.9,422.0,12.9,25.9,30.5
97.3,24.1,8.28,4.37,9.56,8.9,28.1,519.0,31.1,99.1,135.0
15.8,15.7,7.84,10.3,15.8,21.3,31.6,843.0,9.65,19.8,30.2
39.2,10.2,4.1,51.4,6.44,44.1,64.9,882.0,27.6,43.7,85.1
122.0,91.4,16.7,23.5,17.5,50.5,75.0,349.0,14.5,42.9,50.0
153.0,119.0,10.6,11.5,1.0,75.7,133.0,1395.0,8.43,28.6,27.9
33.1,21.9,1.07,125.0,18.9,8.06,24.1,588.0,33.4,77.0,163.0
31.9,2.67,6.85,9.82,16.5,85.1,141.0,1472.0,20.4,48.3,53.3
28.6,22.9,7.7,13.7,19.3,7.77,30.2,514.0,8.74,12.5,23.9
30.2,18.6,7.64,15.5,10.2,14.2,28.4,429.0,8.9,27.4,29.4
227.0,179.0,24.6,21.9,14.6,5.78,42.2,319.0,11.1,29.7,26.7
20.4,22.9,7.84,7.64,9.65,129.0,202.0,1877.0,12.4,19.6,27.4
55.7,50.9,8.98,10.6,10.7,79.1,153.0,2525.0,43.3,101.0,167.0
32.5,21.9,8.98,5.88,15.7,25.0,40.3,433.0,4.49,29.2,32.5
27.4,15.0,29.4,15.4,27.1,26.2,46.6,1512.0,11.0,29.2,33.1
11.5,27.1,31.6,31.1,22.3,102.0,325.0,6153.0,34.3,76.4,118.0
